"reaction","days","subj"
366.8706501448669,7,"S000017"
379.5454672868796,8,"S000017"
414.24000471158615,9,"S000017"
249.35107706845832,0,"S000018"
213.6095555408607,1,"S000018"
280.1349226156464,2,"S000018"
303.9569598017128,3,"S000018"
294.77784053265674,4,"S000018"
282.11358375101975,5,"S000018"
348.1437349089154,6,"S000018"
334.8413102863076,7,"S000018"
332.31538726395274,8,"S000018"
315.5624794395864,9,"S000018"
248.88485500539457,0,"S000019"
240.2567284959174,1,"S000019"
225.17166815824223,2,"S000019"
238.1473167505134,3,"S000019"
262.42786635734313,4,"S000019"
197.763718007808,5,"S000019"
222.38778291423782,6,"S000019"
243.58670568103298,7,"S000019"
204.24240689374372,8,"S000019"
213.5814345771577,9,"S000019"
233.24343788934186,0,"S000020"
234.08730806951883,1,"S000020"
262.93493104862347,2,"S000020"
234.20010435108009,3,"S000020"
285.78130485646574,4,"S000020"
298.8559114033711,5,"S000020"
296.2399087820843,6,"S000020"
350.1492904188465,7,"S000020"
330.2958024096561,8,"S000020"
353.69556283409264,9,"S000020"
278.71076842002617,0,"S000021"
256.0463130103169,1,"S000021"
279.04154175031977,2,"S000021"
301.6952510079325,3,"S000021"
353.6378717387654,4,"S000021"
281.4773659718102,5,"S000021"
300.1254873078933,6,"S000021"
315.71182380195705,7,"S000021"
340.6861106677308,8,"S000021"
378.3775530601212,9,"S000021"
259.00207488752244,0,"S000022"
278.7278939744961,1,"S000022"
311.95630768126716,2,"S000022"
339.7212691696308,3,"S000022"
334.7252464234397,4,"S000022"
396.0927307007539,5,"S000022"
339.32407839080776,6,"S000022"
430.13697567691594,7,"S000022"
425.4048472430781,8,"S000022"
433.3202703468386,9,"S000022"
271.6833241857821,0,"S000023"
348.83710197975904,1,"S000023"
304.7005343920655,2,"S000023"
335.8686643718026,3,"S000023"
388.302709218358,4,"S000023"
419.09014219437313,5,"S000023"
369.2800445839153,6,"S000023"
407.65701804152764,7,"S000023"
445.8568440627927,8,"S000023"
480.434294409396,9,"S000023"
263.85342502897726,0,"S000024"
291.11212926583204,1,"S000024"
298.0510141439823,2,"S000024"
296.11791331777937,3,"S000024"
316.5994736569142,4,"S000024"
275.27349591317227,5,"S000024"
313.82602496794385,6,"S000024"
248.46150497873032,7,"S000024"
285.6528342770212,8,"S000024"
300.8008631564741,9,"S000024"
265.4936216329916,0,"S000025"
168.92453891995308,1,"S000025"
265.44464894889467,2,"S000025"
283.7676341766481,3,"S000025"
275.39135274456413,4,"S000025"
343.37773557303876,5,"S000025"
287.50759079639744,6,"S000025"
323.292213284479,7,"S000025"
348.4235664115559,8,"S000025"
364.08960725403443,9,"S000025"
250.04920216352428,0,"S000026"
267.7657745434043,1,"S000026"
291.1984282557977,2,"S000026"
275.35221313247473,3,"S000026"
308.7621905931263,4,"S000026"
270.03538330295834,5,"S000026"
352.55247743556566,6,"S000026"
307.10137096133997,7,"S000026"
308.4257472508401,8,"S000026"
311.59253880884484,9,"S000026"
210.93339994670862,0,"S000027"
291.0870211089484,1,"S000027"
283.4733952392193,2,"S000027"
306.62462203492447,3,"S000027"
288.5839007908918,4,"S000027"
279.08612537696035,5,"S000027"
332.4425056039263,6,"S000027"
354.56832189804084,7,"S000027"
370.73004430766446,8,"S000027"
389.3810788377254,9,"S000027"
292.62173963908594,0,"S000028"
276.51106571805093,1,"S000028"
309.32691906273044,2,"S000028"
314.84570452336226,3,"S000028"
321.0482921404092,4,"S000028"
339.16937632039793,5,"S000028"
271.912224485015,6,"S000028"
306.2135799624686,7,"S000028"
383.03638986966195,8,"S000028"
350.0483713081276,9,"S000028"
215.9712725604355,0,"S000029"
155.79795970386712,1,"S000029"
210.29702526977073,2,"S000029"
222.95951408560717,3,"S000029"
214.1401909408106,4,"S000029"
243.0884001800231,5,"S000029"
290.2603876058803,6,"S000029"
259.15313172179503,7,"S000029"
237.7288977683415,8,"S000029"
290.604109504641,9,"S000029"
219.5774605104179,0,"S000030"
242.45254398155097,1,"S000030"
304.3080113605169,2,"S000030"
246.42571141607894,3,"S000030"
291.92068043921853,4,"S000030"
249.52050537596094,5,"S000030"
253.8408940249576,6,"S000030"
288.0298116330759,7,"S000030"
242.0539927512291,8,"S000030"
350.15246798609473,9,"S000030"
207.30648337204948,0,"S000031"
229.07261056548006,1,"S000031"
299.4732460852384,2,"S000031"
219.31813739768447,3,"S000031"
233.18473661274348,4,"S000031"
248.055814806579,5,"S000031"
314.39902510807514,6,"S000031"
256.2639739474011,7,"S000031"
317.79947778822896,8,"S000031"
304.9002151835758,9,"S000031"
277.84605636078,0,"S000032"
301.64482819346193,1,"S000032"
290.04516374670453,2,"S000032"
320.782971734048,3,"S000032"
284.7191249206911,4,"S000032"
300.3602977810445,5,"S000032"
368.74529792723524,6,"S000032"
404.4206275276956,7,"S000032"
421.48778179254845,8,"S000032"
408.8251861830722,9,"S000032"
268.33141157581315,0,"S000033"
344.9034477051341,1,"S000033"
265.316213044284,2,"S000033"
327.7405721119036,3,"S000033"
321.3970030058861,4,"S000033"
367.7137547053716,5,"S000033"
314.50911945895,6,"S000033"
353.8175019672913,7,"S000033"
346.7627652636738,8,"S000033"
356.3592777021101,9,"S000033"
282.76542909547663,0,"S000034"
256.625058642934,1,"S000034"
298.96412707902596,2,"S000034"
216.99952492563887,3,"S000034"
261.1312661290996,4,"S000034"
248.3789448262928,5,"S000034"
250.31675715510715,6,"S000034"
229.71494960968548,7,"S000034"
288.9502471268253,8,"S000034"
231.85941671838282,9,"S000034"
257.6097666194338,0,"S000035"
224.6849829091691,1,"S000035"
267.328906347691,2,"S000035"
329.94855664399677,3,"S000035"
326.7208460025886,4,"S000035"
317.0416085586612,5,"S000035"
374.2852714238352,6,"S000035"
262.12333639926294,7,"S000035"
321.91963601024906,8,"S000035"
322.45397269568474,9,"S000035"
272.00478796786007,0,"S000036"
224.29555564401778,1,"S000036"
330.0821280204673,2,"S000036"
311.6345901325006,3,"S000036"
306.13216031703047,4,"S000036"
337.55341728635466,5,"S000036"
325.5983150262843,6,"S000036"
360.8613525830743,7,"S000036"
369.3973415877243,8,"S000036"
364.5249904601277,9,"S000036"
270.7143734121797,0,"S000037"
279.8794693762474,1,"S000037"
282.880786154437,2,"S000037"
295.7061864094508,3,"S000037"
335.79327456266685,4,"S000037"
353.2939121466358,5,"S000037"
357.8006685296748,6,"S000037"
361.02195767147356,7,"S000037"
429.89803983351135,8,"S000037"
402.79298622000806,9,"S000037"
210.3777392285607,0,"S000038"
299.36390687585657,1,"S000038"
272.13258884535543,2,"S000038"
225.38677498402015,3,"S000038"
268.8849692658977,4,"S000038"
295.1875555356243,5,"S000038"
303.0647908075862,6,"S000038"
287.21773120058594,7,"S000038"
308.41684709441165,8,"S000038"
355.0651482156457,9,"S000038"
208.63625496779142,0,"S000039"
259.00821054218244,1,"S000039"
249.70435588323613,2,"S000039"
250.6296061707291,3,"S000039"
304.39051526986316,4,"S000039"
223.6348760718366,5,"S000039"
235.41229077158076,6,"S000039"
257.36023191322664,7,"S000039"
289.7886999273915,8,"S000039"
290.2362515475014,9,"S000039"
216.59031447823207,0,"S000040"
196.37908922357397,1,"S000040"
236.0251738935873,2,"S000040"
216.5535552355384,3,"S000040"
272.062780052966,4,"S000040"
283.23997712686196,5,"S000040"
263.5479459102432,6,"S000040"
193.68943088177582,7,"S000040"
221.9556021316133,8,"S000040"
265.11686328150165,9,"S000040"
246.89805118972077,0,"S000041"
293.21914278032915,1,"S000041"
278.2110501336973,2,"S000041"
265.0401768364067,3,"S000041"
276.2431811713354,4,"S000041"
278.3991953277836,5,"S000041"
293.4035971901582,6,"S000041"
280.6185123666842,7,"S000041"
316.52867055470875,8,"S000041"
366.9306880310503,9,"S000041"
228.39413239280555,0,"S000042"
232.25126079009127,1,"S000042"
225.97667912740107,2,"S000042"
270.0574954830909,3,"S000042"
225.77314719083893,4,"S000042"
184.73133005647355,5,"S000042"
239.15698198392354,6,"S000042"
243.61146620775062,7,"S000042"
243.91903982129125,8,"S000042"
214.42985039098107,9,"S000042"
245.39938321539688,0,"S000043"
324.94969643207867,1,"S000043"
325.1516023615048,2,"S000043"
303.5872164399669,3,"S000043"
310.2472700705477,4,"S000043"
356.7462363538353,5,"S000043"
328.40137951266917,6,"S000043"
368.9836957948648,7,"S000043"
323.5556657168531,8,"S000043"
392.8655597913793,9,"S000043"
222.96222678412784,0,"S000044"
266.3210701433256,1,"S000044"
250.1278760503668,2,"S000044"
308.9009136471512,3,"S000044"
289.0960148483315,4,"S000044"
352.30401326050924,5,"S000044"
317.02755925334634,6,"S000044"
340.6318494822546,7,"S000044"
339.46547898896245,8,"S000044"
349.0025441480567,9,"S000044"
259.5851493351431,0,"S000045"
235.81593142332906,1,"S000045"
282.55258819011146,2,"S000045"
303.9667041782575,3,"S000045"
331.51260701508096,4,"S000045"
337.9471786474389,5,"S000045"
344.27319256671564,6,"S000045"
387.58231518146147,7,"S000045"
382.66647602379777,8,"S000045"
409.34315356224585,9,"S000045"
269.99809744685626,0,"S000046"
295.2353980176269,1,"S000046"
315.63484574187,2,"S000046"
342.5281396327765,3,"S000046"
321.31405470872426,4,"S000046"
384.7084745655351,5,"S000046"
315.912465219423,6,"S000046"
405.3850058127733,7,"S000046"
458.73133294925753,8,"S000046"
450.9936126519954,9,"S000046"
282.05068787086356,0,"S000047"
272.13060095341837,1,"S000047"
272.9918219892917,2,"S000047"
306.64815460704546,3,"S000047"
285.93847338781103,4,"S000047"
294.3589237899207,5,"S000047"
320.6271343659564,6,"S000047"
358.06780942912417,7,"S000047"
331.01707011460473,8,"S000047"
350.48376356344545,9,"S000047"
280.16406938223946,0,"S000048"
336.8369866440234,1,"S000048"
292.08554298797577,2,"S000048"
294.1432328460964,3,"S000048"
307.5493728724138,4,"S000048"
337.72189249487514,5,"S000048"
316.2160787942868,6,"S000048"
355.6737516553765,7,"S000048"
345.59340082040984,8,"S000048"
414.55102672207425,9,"S000048"
302.482135229753,0,"S000049"
307.54173137192174,1,"S000049"
297.478003802683,2,"S000049"
314.570643581881,3,"S000049"
381.4811814396925,4,"S000049"
377.9140193333666,5,"S000049"
344.46022503531435,6,"S000049"
362.2526366804292,7,"S000049"
344.7228346294307,8,"S000049"
399.143477526341,9,"S000049"
265.01562281507915,0,"S000050"
308.0468314124633,1,"S000050"
323.3846923664024,2,"S000050"
335.37805137916996,3,"S000050"
332.865889176395,4,"S000050"
316.1511709847234,5,"S000050"
358.30348134887754,6,"S000050"
309.9526623649349,7,"S000050"
368.5567081635018,8,"S000050"
359.96546704782395,9,"S000050"
299.96689877313526,0,"S000051"
316.9471439423152,1,"S000051"
360.82290621859374,2,"S000051"
324.95516526038443,3,"S000051"
325.979946019265,4,"S000051"
357.9832362420366,5,"S000051"
391.4045464215247,6,"S000051"
347.88784705965867,7,"S000051"
372.6170564779908,8,"S000051"
412.6413524522644,9,"S000051"
236.21342181355226,0,"S000052"
302.30800803313167,1,"S000052"
293.8935614007299,2,"S000052"
299.81621809729893,3,"S000052"
304.9941625930242,4,"S000052"
333.18869546978976,5,"S000052"
333.499821663715,6,"S000052"
371.9756016733672,7,"S000052"
358.2697090406259,8,"S000052"
345.5146497000424,9,"S000052"
274.2455533522973,0,"S000053"
303.794970378492,1,"S000053"
264.3356729721789,2,"S000053"
285.4043279658706,3,"S000053"
279.07425759451917,4,"S000053"
289.48874331002355,5,"S000053"
324.1476501451461,6,"S000053"
306.56028331883965,7,"S000053"
340.49331245585086,8,"S000053"
304.8880584371503,9,"S000053"
258.3219261602389,0,"S000054"
271.8820289606882,1,"S000054"
233.49799672519495,2,"S000054"
269.30533109161337,3,"S000054"
295.2089213792297,4,"S000054"
302.19501021645686,5,"S000054"
298.5586704998932,6,"S000054"
275.1941861013739,7,"S000054"
298.97327338444785,8,"S000054"
291.18249040121776,9,"S000054"
244.39454605703907,0,"S000055"
259.8297170827514,1,"S000055"
259.00523765071296,2,"S000055"
283.8415070825736,3,"S000055"
286.6938444705078,4,"S000055"
312.6375327391303,5,"S000055"
325.72800817473956,6,"S000055"
328.66851332190424,7,"S000055"
271.3850430437002,8,"S000055"
306.68006849148463,9,"S000055"
293.19010943195985,0,"S000056"
256.4934372228185,1,"S000056"
323.6519076133155,2,"S000056"
322.9265712574254,3,"S000056"
260.42431905137727,4,"S000056"
339.16287181198805,5,"S000056"
325.2636323341085,6,"S000056"
330.32835877831707,7,"S000056"
351.8879268976672,8,"S000056"
336.00609374223984,9,"S000056"
169.55925501819564,0,"S000057"
190.06725509529332,1,"S000057"
286.12272030542977,2,"S000057"
307.30762175794445,3,"S000057"
299.7981560604558,4,"S000057"
300.4832021762723,5,"S000057"
325.88630388043885,6,"S000057"
278.74869705929154,7,"S000057"
398.70350873273895,8,"S000057"
366.6657997917265,9,"S000057"
244.6660029891629,0,"S000058"
208.20273392117804,1,"S000058"
253.65600533337866,2,"S000058"
268.76900050513774,3,"S000058"
281.7562975174312,4,"S000058"
272.06028716008257,5,"S000058"
319.0654096839759,6,"S000058"
306.56888877747735,7,"S000058"
275.96329035950254,8,"S000058"
309.4204682989915,9,"S000058"
234.89701992945504,0,"S000059"
251.75440933491527,1,"S000059"
244.48205678613533,2,"S000059"
301.52792188203335,3,"S000059"
280.1165144351643,4,"S000059"
354.8036506307368,5,"S000059"
365.05948667027644,6,"S000059"
372.0533054634151,7,"S000059"
400.20929584807914,8,"S000059"
413.79547206189187,9,"S000059"
237.00300628102627,0,"S000060"
227.09955580825127,1,"S000060"
257.55558423226313,2,"S000060"
230.7322497266988,3,"S000060"
207.16457128562172,4,"S000060"
249.41097474279334,5,"S000060"
245.2900592122742,6,"S000060"
242.845816117745,7,"S000060"
196.63321305570256,8,"S000060"
229.01398665895823,9,"S000060"
269.5343321445234,0,"S000061"
277.7458856663658,1,"S000061"
287.3597942140015,2,"S000061"
284.5670229819782,3,"S000061"
313.5587065166605,4,"S000061"
329.2387806999604,5,"S000061"
328.7678618750312,6,"S000061"
331.2350605558816,7,"S000061"
362.284694297244,8,"S000061"
375.65723639534775,9,"S000061"
237.65074556675003,0,"S000062"
292.6395931509007,1,"S000062"
285.49703777932916,2,"S000062"
304.48689673665604,3,"S000062"
273.41119100085956,4,"S000062"
317.0458910680987,5,"S000062"
312.05301170381506,6,"S000062"
299.51049637312485,7,"S000062"
328.40549170344593,8,"S000062"
318.1684919694569,9,"S000062"
257.62526245569154,0,"S000063"
233.63721799626924,1,"S000063"
291.06313680738106,2,"S000063"
262.55714779100504,3,"S000063"
313.09187819341724,4,"S000063"
277.5808822791815,5,"S000063"
316.6481871796692,6,"S000063"
272.9212085270279,7,"S000063"
248.39390887476085,8,"S000063"
374.6360217523488,9,"S000063"
292.128461027703,0,"S000064"
328.53919991887113,1,"S000064"
277.1796426619979,2,"S000064"
318.0857830342547,3,"S000064"
367.38606689485266,4,"S000064"
376.0469576631573,5,"S000064"
405.5250724127083,6,"S000064"
378.383864419298,7,"S000064"
435.67055196522654,8,"S000064"
450.46502243338756,9,"S000064"
174.29320090739597,0,"S000065"
204.1390010727742,1,"S000065"
224.59936119731236,2,"S000065"
208.83762069183763,3,"S000065"
268.3457823972484,4,"S000065"
243.74928176079956,5,"S000065"
227.57820003305727,6,"S000065"
270.39422251238256,7,"S000065"
243.8121220028981,8,"S000065"
286.0307218743749,9,"S000065"
237.1385823049117,0,"S000066"
259.8586444681645,1,"S000066"
247.3834730958652,2,"S000066"
271.83792555543,3,"S000066"
248.2203013589029,4,"S000066"
299.16925299446154,5,"S000066"
290.6804366012846,6,"S000066"
343.9929645910899,7,"S000066"
310.2788353531858,8,"S000066"
316.2935545694112,9,"S000066"
224.89284231925384,0,"S000067"
249.71506209770075,1,"S000067"
210.7006251780328,2,"S000067"
264.6821006217893,3,"S000067"
284.1345044960509,4,"S000067"
261.9432125824411,5,"S000067"
255.9383585075,6,"S000067"
350.23718911257856,7,"S000067"
327.3035215361762,8,"S000067"
336.68232634096006,9,"S000067"
186.77629965960404,0,"S000068"
290.54553757144566,1,"S000068"
282.34749955057396,2,"S000068"
257.2607268004146,3,"S000068"
283.1419614240826,4,"S000068"
298.5319280159108,5,"S000068"
290.751370235904,6,"S000068"
312.1138662212186,7,"S000068"
287.45986218181525,8,"S000068"
321.7545468730633,9,"S000068"
240.55436137270414,0,"S000069"
264.1140712395697,1,"S000069"
248.16640287847017,2,"S000069"
234.27068233473815,3,"S000069"
218.26575613462543,4,"S000069"
216.61281111937396,5,"S000069"
215.4963419995432,6,"S000069"
269.3821553939772,7,"S000069"
222.1960416826273,8,"S000069"
218.6630263679825,9,"S000069"
213.87109908566893,0,"S000070"
308.3541002850003,1,"S000070"
306.0655547425875,2,"S000070"
311.05909276664346,3,"S000070"
305.3328551128149,4,"S000070"
312.9945876701382,5,"S000070"
352.7843481164264,6,"S000070"
362.0213171847688,7,"S000070"
361.009118171757,8,"S000070"
418.34292125718025,9,"S000070"
252.77056553464408,0,"S000071"
260.40711925566876,1,"S000071"
277.7256129556652,2,"S000071"
233.58222793206406,3,"S000071"
296.4656610440269,4,"S000071"
277.1898178266161,5,"S000071"
273.2466252179189,6,"S000071"
273.4731865595578,7,"S000071"
318.79567172880405,8,"S000071"
292.94914906798306,9,"S000071"
250.2054919692324,0,"S000072"
245.2410931981832,1,"S000072"
328.3647813578272,2,"S000072"
340.8215857637457,3,"S000072"
372.9207815365439,4,"S000072"
420.0755031756727,5,"S000072"
378.4061918032916,6,"S000072"
432.7795725722352,7,"S000072"
376.0358358257479,8,"S000072"
395.13787701466896,9,"S000072"
241.1342587713513,0,"S000073"
296.46907653594445,1,"S000073"
265.02926075795335,2,"S000073"
243.18684884952393,3,"S000073"
237.49133436949774,4,"S000073"
240.722135412833,5,"S000073"
280.39181618187604,6,"S000073"
277.61931185469575,7,"S000073"
283.8499451458876,8,"S000073"
219.779700917844,9,"S000073"
258.5398959289043,0,"S000074"
221.02290933107082,1,"S000074"
282.16160480038246,2,"S000074"
269.97251956804087,3,"S000074"
264.49073076536087,4,"S000074"
273.75728306763875,5,"S000074"
370.81118540758143,6,"S000074"
341.91175074195536,7,"S000074"
357.5467997702488,8,"S000074"
289.13644115443606,9,"S000074"
298.46782387274175,0,"S000075"
241.72425777806146,1,"S000075"
240.43074438691912,2,"S000075"
327.7914412886757,3,"S000075"
334.02807780517105,4,"S000075"
369.0100493556012,5,"S000075"
374.6631174103194,6,"S000075"
340.6906143860078,7,"S000075"
358.1303426598383,8,"S000075"
386.0035282458499,9,"S000075"
242.38476848352323,0,"S000076"
255.95631444028896,1,"S000076"
232.13180219521513,2,"S000076"
269.3489837333149,3,"S000076"
283.7953184366463,4,"S000076"
264.7394038500021,5,"S000076"
271.72284464304084,6,"S000076"
293.26694096140756,7,"S000076"
270.25929601623847,8,"S000076"
271.30000832118924,9,"S000076"
250.32267762747273,0,"S000077"
244.09370131005255,1,"S000077"
216.36637421730583,2,"S000077"
316.57399540911865,3,"S000077"
333.9510201527487,4,"S000077"
311.71579416002663,5,"S000077"
280.4139473797587,6,"S000077"
339.6831256561099,7,"S000077"
343.0470886522529,8,"S000077"
380.59994264292766,9,"S000077"
254.04048600319382,0,"S000078"
213.2923908059248,1,"S000078"
254.80264019135643,2,"S000078"
236.44731880754745,3,"S000078"
277.41948637785197,4,"S000078"
237.17240085787418,5,"S000078"
264.9322294013457,6,"S000078"
283.7538223357683,7,"S000078"
259.2264187237794,8,"S000078"
288.35803802450596,9,"S000078"
321.78324146495737,0,"S000079"
314.3467601772756,1,"S000079"
272.44565701865895,2,"S000079"
293.1945830022196,3,"S000079"
319.5176882668833,4,"S000079"
329.799176556885,5,"S000079"
311.27793338979853,6,"S000079"
224.59099562909955,7,"S000079"
345.963089684862,8,"S000079"
272.8122562661079,9,"S000079"
251.8084253458493,0,"S000080"
253.3825238980349,1,"S000080"
271.8941042238267,2,"S000080"
248.07975134822638,3,"S000080"
286.8110540679651,4,"S000080"
331.8638964797718,5,"S000080"
330.76239736555766,6,"S000080"
354.2867125330338,7,"S000080"
397.95290621879633,8,"S000080"
332.19385101800754,9,"S000080"
223.30374850488852,0,"S000081"
196.17724724168926,1,"S000081"
260.3377140675076,2,"S000081"
265.2055711950032,3,"S000081"
269.58781074256035,4,"S000081"
300.40409957294685,5,"S000081"
334.9500894597646,6,"S000081"
334.2455825935003,7,"S000081"
333.5959678457001,8,"S000081"
361.34539099824195,9,"S000081"
256.1464436588661,0,"S000082"
228.77877242855098,1,"S000082"
325.2069464596495,2,"S000082"
287.3691741876811,3,"S000082"
257.51298945488605,4,"S000082"
306.6214272939106,5,"S000082"
338.3759107955519,6,"S000082"
293.0692227821678,7,"S000082"
332.3464736643006,8,"S000082"
330.4333675168573,9,"S000082"
225.54199858678578,0,"S000083"
249.4367898902629,1,"S000083"
207.8807368594315,2,"S000083"
240.4694404229479,3,"S000083"
258.4864025331147,4,"S000083"
260.01422385344915,5,"S000083"
276.45860761429327,6,"S000083"
296.14349876214254,7,"S000083"
288.1365907578775,8,"S000083"
299.3375187134909,9,"S000083"
253.57585325820094,0,"S000084"
293.10978812722067,1,"S000084"
265.47012034345875,2,"S000084"
317.03990220978073,3,"S000084"
296.5346392160385,4,"S000084"
345.9903142813073,5,"S000084"
338.3862092585613,6,"S000084"
312.68278766640026,7,"S000084"
354.90247599018574,8,"S000084"
350.0664762776688,9,"S000084"
210.01992603527506,0,"S000085"
253.1920177530125,1,"S000085"
205.9861247160107,2,"S000085"
283.91298318356746,3,"S000085"
275.6040605470649,4,"S000085"
357.23881067093794,5,"S000085"
301.91324060590017,6,"S000085"
367.59169046996647,7,"S000085"
366.2575947388281,8,"S000085"
420.2035245308254,9,"S000085"
224.45590629458115,0,"S000086"
251.01860146164967,1,"S000086"
214.18188464962975,2,"S000086"
241.9731584949781,3,"S000086"
235.31142110997735,4,"S000086"
249.66693680439198,5,"S000086"
288.1043289259738,6,"S000086"
275.90217212726435,7,"S000086"
289.86217738309557,8,"S000086"
230.91114453213294,9,"S000086"
245.3703250129759,0,"S000087"
223.93745935509634,1,"S000087"
221.1542761324399,2,"S000087"
231.9874506974749,3,"S000087"
237.0514887160099,4,"S000087"
220.6440051808231,5,"S000087"
246.01658952983934,6,"S000087"
288.41154327277974,7,"S000087"
286.3507813997495,8,"S000087"
312.993055695694,9,"S000087"
272.94948909642,0,"S000088"
272.3974160250651,1,"S000088"
254.53011477109735,2,"S000088"
253.41162313145733,3,"S000088"
270.9217872478448,4,"S000088"
268.29536426909806,5,"S000088"
